gauge_id,gauge_name,space_remaining,opt_param_plausible,sigma_MD,sigma_obs,camels_uncert,cut_off,theta_1,theta_2,theta_3,theta_4,PCA_emulator,PCA_var_accounted,x1_opt,x2_opt,x3_opt,x4_opt,opt_NSE,opt_log_NSE,opt_normalised_NSE,opt_L1_NSE,opt_corr,opt_bias,opt_RMSD,opt_KGE,x1_most_nonimp,x2_most_nonimp,x3_most_nonimp,x4_most_nonimp,main_effect_x1,main_effect_x2,main_effect_x3,main_effect_x4,total_effect_x1,total_effect_x2,total_effect_x3,total_effect_x4,D_CI_em1,D_CI_em2,D_CI_em3,D_CI_em4,D_DI_em1,D_DI_em2,D_DI_em3,D_DI_em4,obs_missing,start_date,end_date,river,area
28043,Derwent at Chatsworth,52.04523,TRUE,0.02092,0.12424,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.056,323.7592,-1.88289,92.75856,1.18318,0.83615,0.78956,0.85922,0.67776,0.91487,0.02092,0.75165,0.8602,18.82,-4.19004,235.4612,1.24139,0.011942,0.77236,0.0036412,0.00011483,0.022457,0.98241,0.19052,0.023322,0.72,0.752,0.924,0.672,2752.9,1851.6,926.55,2748.2,0,1990-01-01,1999-12-31,River Derwent,344.34
28044,Poulter at Cuckney,79.95699,TRUE,0.02656,0.04542,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.922,234.2913,2.11159,2176.554,1.74581,0.8215,0.84153,0.90968,0.65982,0.90886,-0.02656,0.13785,0.88754,984.0118,2.35363,441.5869,0.996,0.11779,0.62095,0.007043,0.00015885,0.1442,0.85747,0.20554,0.04165,0.938,0.914,0.876,0.898,800.95,838.99,1230.7,2242.6,3.6,1990-01-01,1999-12-31,River Poulter,33.96
28046,Dove at Izaak Walton,86.67104,TRUE,0.00373,0.13314,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.943,550.045,0.8353,137.0026,1.14414,0.92567,0.94018,0.93068,0.78161,0.96218,-0.00373,0.3987,0.95301,187.7286,-2.39053,500.48,0.996,0.015533,0.7618,0.003711,0.00011844,0.027392,0.97761,0.19477,0.025543,0.71,0.736,0.908,0.684,2232.5,1730.8,988.88,2492.6,0.2,1990-01-01,1999-12-31,River Dove,85.69
28048,Amber at Wingfield Park,8.71093,TRUE,0.09584,0.05327,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.792,278.6621,-0.64854,22.87398,1.19294,0.82444,-0.22978,0.85066,0.60131,0.91235,-0.09584,0.47568,0.86476,18.82,-3.86286,156.9371,1.32318,0.068759,0.68773,0.0048967,0.00013516,0.087445,0.9162,0.20199,0.033716,0.962,0.916,0.898,0.928,385.94,731.76,912.82,876.37,0,1990-01-01,1999-12-31,River Amber,128.63
28050,Torne at Auckley,96.2889,TRUE,0.08529,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,97.504,607.8937,0.06004,36.59823,1.24174,0.76454,0.21935,0.80942,0.50353,0.89745,-0.08529,0.19231,0.85071,211.8584,-1.73616,19.52,0.996,0.13203,0.58909,0.0089016,0.00018064,0.16518,0.83551,0.21205,0.048838,0.946,0.852,0.82,0.866,538.81,2144.7,1889.9,1966.7,0,1990-01-01,1999-12-31,River Torne,130.2
28052,Sow at Great Bridgeford,66.96406,TRUE,0.04935,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,97.007,415.715,-1.09948,28.21913,1.41742,0.82073,0.42626,0.84798,0.62324,0.90858,-0.04935,0.29595,0.88896,235.9882,-3.0449,29.33551,1.15959,0.053814,0.69055,0.0058416,0.00014926,0.073741,0.92967,0.21137,0.037717,0.76,0.926,0.786,0.914,2113.8,707.27,1520.5,996.6,0,1990-01-01,1999-12-31,River Sow,141.77
28055,Ecclesbourne at Duffield,2.55429,TRUE,0.02667,0.07538,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.401,244.6919,-0.58973,29.9641,1.10511,0.79369,0.71197,0.89379,0.68266,0.89406,0.02667,0.62909,0.88585,18.82,-4.19004,156.9371,1.15959,0.046321,0.71597,0.0043538,0.00012956,0.062446,0.94192,0.2011,0.031162,0.956,0.77,0.76,0.942,396.51,1869,1984.8,747.45,2.7,1990-01-01,1999-12-31,River Ecclesbourne,51.06
28056,Rothley Brook at Rothley,2.07458,TRUE,0.01295,0.05556,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.33,210.6083,-0.33602,18.72763,1.38814,0.86014,0.5973,0.8773,0.67528,0.92765,-0.01295,0.39246,0.88379,18.82,0.71771,39.15102,0.996,0.087426,0.65492,0.0061165,0.00015161,0.11065,0.89221,0.20749,0.039762,0.778,0.91,0.87,0.794,1670.7,755.28,981.6,1854.8,0,1990-01-01,1999-12-31,River Rothley Brook,91.89
28060,Dover Beck at Lowdham,83.9217,TRUE,0.17217,0.01833,TRUE,2,0.3,0.2,0.3,0.3,TRUE,97.226,539.8757,-10.41216,47.15573,0.94008,0.73346,-0.96035,0.78955,0.36707,0.88486,-0.17217,0.0924,0.79051,1032.271,-4.68082,39.15102,1.24139,0.11323,0.62621,0.0067659,0.0001584,0.13895,0.8631,0.20587,0.041495,0.95,0.818,0.858,0.918,487.04,1311.8,1121.3,990.01,0,1990-01-01,1999-12-31,River Dover Beck,62.67
28066,Cole at Coleshill,1.20229,FALSE,0.05534,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,96.639,894.4892,-0.00615,2.83121,1.17466,0.6288,0.61573,0.72929,0.45084,0.80426,-0.05534,0.50496,0.78526,18.82,-5.008,156.9371,0.996,0.1121,0.62708,0.0077541,0.00016589,0.13711,0.86368,0.207,0.040946,0.768,0.802,0.876,0.824,1812.7,1342.4,1062.5,1655,0,1990-01-01,1999-12-31,River Cole,119.37
28067,Derwent at Church Wilne,86.34213,TRUE,0.0398,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,95.39,362.109,-0.8183,71.37674,1.77179,0.90515,0.63177,0.91337,0.72329,0.95248,-0.0398,0.40278,0.93386,163.5988,-2.06335,117.6751,1.24139,0.026686,0.74405,0.0038937,0.00012067,0.040084,0.96482,0.19789,0.027961,0.964,0.932,0.768,0.71,344.71,603.46,1662.8,2156.4,0,1990-01-01,1999-12-31,River Derwent,1176.63
28072,Greet at Southwell,91.8993,TRUE,0.13095,0.04223,TRUE,2,0.3,0.2,0.3,0.3,TRUE,97.285,407.4833,-1.99188,27.38513,1.13438,0.79184,-0.56038,0.82771,0.47977,0.90669,-0.13095,0.18388,0.83654,356.6371,-5.008,156.9371,1.48678,0.12549,0.61029,0.0073206,0.0001627,0.15336,0.8482,0.20591,0.043095,0.942,0.812,0.9,0.854,488.17,1427.5,1096.4,1429.8,0,1990-01-01,1999-12-31,River Greet,59.91
28074,Soar at Kegworth,85.67699,TRUE,0.21854,0.07955,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.574,254.678,0.02,20.69723,2.21772,0.56642,-0.8395,0.90354,0.48255,0.80363,-0.21854,0.5452,0.70482,18.82,0.22694,19.52,1.48678,0.099469,0.63513,0.0069245,0.00016039,0.12552,0.87693,0.21001,0.043324,0.81,0.814,0.904,0.814,1986.2,1652.3,954.42,1874.1,11.6,1990-01-01,1999-12-31,River Soar,1300.47
28080,Tame at Lea Marston Lakes,10.97205,FALSE,0.00055,0.14111,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.578,607.7261,0.38392,0.00853,1.34843,0.77743,0.80296,0.81795,0.58299,0.88364,-0.00055,0.46378,0.86994,235.9882,0.71771,19.52,0.996,0.08592,0.65582,0.0066172,0.00015641,0.10856,0.89366,0.20883,0.039561,0.774,0.892,0.882,0.898,2252.3,1002.6,1269.7,1395.7,0,1990-01-01,1999-12-31,River Tame,795.1
28081,Tame at Bescot,7.48568,TRUE,0.02974,0.47225,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.518,1482.023,0.21839,4.84175,1.10358,0.78001,0.65616,0.81968,0.49645,0.88622,-0.02974,0.39183,0.87221,18.82,-2.39053,19.52,0.996,0.066903,0.67738,0.0059633,0.00015272,0.087653,0.91543,0.20981,0.03822,0.786,0.814,0.888,0.904,1918.6,5016.5,2691,4336.7,0,1990-01-01,1999-12-31,River Tame,174.46
28082,Soar at Littlethorpe,14.43662,TRUE,0.01482,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,97.008,223.6316,-0.31499,20.69723,1.4467,0.89832,0.53388,0.90771,0.70425,0.94795,-0.01482,0.26456,0.93311,18.82,0.39053,19.52,0.996,0.094629,0.63967,0.006823,0.0001599,0.12068,0.88189,0.21072,0.043189,0.95,0.774,0.794,0.8,452.02,1517.2,1584.5,1739,0,1990-01-01,1999-12-31,River Soar,180.56
28085,Derwent at St Mary's Bridge,80.56434,TRUE,0.01685,0.09445,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.346,365.0375,-1.40347,80.64042,1.38814,0.92838,0.73649,0.93317,0.75779,0.96369,-0.01685,0.34728,0.95107,163.5988,-2.88131,176.5682,1.15959,0.02335,0.75,0.0037983,0.00011893,0.03616,0.9688,0.19654,0.027015,0.964,0.932,0.756,0.672,392.27,683.12,2125.2,2576.2,0,1990-01-01,1999-12-31,River Derwent,1051.02
28091,Ryton at Blyth,95.0099,TRUE,0.08923,0.10796,TRUE,2,0.3,0.2,0.3,0.3,TRUE,97.243,589.9277,-0.33602,35.87354,1.24174,0.80772,0.31418,0.83873,0.54275,0.91566,-0.08923,0.18528,0.86594,332.5073,-5.008,225.6457,0.996,0.11892,0.61058,0.0077968,0.00016878,0.14821,0.85324,0.21005,0.045293,0.948,0.924,0.932,0.924,587.06,843.37,1945.5,1243,0,1990-01-01,1999-12-31,River Ryton,228.23
28093,Soar at Pillings Lock,31.58662,TRUE,0.05501,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,96.935,223.7115,0.01764,19.67867,2.18711,0.90098,0.1257,0.90988,0.66761,0.95045,-0.05501,0.27459,0.91961,18.82,0.71771,29.33551,1.89576,0.099331,0.63465,0.0069488,0.00016105,0.12562,0.87686,0.21027,0.04358,0.962,0.776,0.91,0.772,455.64,1533.2,922.86,1900.5,0.5,1990-01-01,1999-12-31,River Soar,1110.11
28115,Maun at Mansfield the Dykes,5.91206,TRUE,0.00356,0.152,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.04,2261.229,1.13009,9.47749,0.96849,0.83052,0.77216,0.85508,0.56418,0.91439,-0.00356,0.36876,0.91359,1201.18,0.22694,19.52,0.996,0.05571,0.68975,0.0052421,0.00013876,0.076903,0.92731,0.20927,0.037612,0.776,0.82,0.79,0.938,1943.8,1362.4,1789.4,722.51,0,1995-01-01,2004-12-31,River Maun,30.56
28116,Maun at Whitewater Bridge,71.61853,TRUE,0.04382,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,96.593,2746.972,-1.41417,21.53316,1.24425,0.70475,0.51578,0.77205,0.42263,0.85804,-0.04382,0.16755,0.85007,1177.05,-4.51722,117.6751,1.40498,0.037823,0.69863,0.0061731,0.00015701,0.059669,0.94413,0.21733,0.039583,0.768,0.9,0.888,0.732,2397.7,1018,1297.6,2512.1,0,2000-01-01,2009-12-31,River Maun,156
28117,Derwent at Whatstandwell,79.29739,TRUE,0.02529,0.0884,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.789,391.5057,-1.08468,94.63241,1.4955,0.92623,0.85748,0.93129,0.74238,0.96288,-0.02529,0.41558,0.94725,42.9498,-3.37208,255.0922,1.0778,0.0040966,0.77964,0.0038877,0.00010027,0.014386,0.99046,0.19179,0.023208,0.972,0.924,0.91,0.934,346.29,759.02,911.98,484.16,0,2000-01-01,2009-12-31,River Derwent,747.55
29002,Great Eau at Claythorpe Mill,91.078,TRUE,0.00996,0.05506,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.577,192.8448,-10.62676,1075.887,1.08477,0.91726,0.92086,0.92359,0.75826,0.95783,0.00996,0.11779,0.93936,887.4927,-4.68082,304.1698,0.996,0.11015,0.63081,0.0069628,0.00015904,0.13502,0.86663,0.2057,0.040709,0.946,0.898,0.91,0.948,580.45,1070.1,932.63,834.29,0,1990-01-01,1999-12-31,River Great Eau,80.43
29003,Lud at Louth,93.37851,TRUE,0.01781,0.07454,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.406,275.8894,-7.04169,678.5784,0.95871,0.93078,0.89839,0.93526,0.7484,0.96553,0.01781,0.11786,0.92318,694.4543,-4.19004,441.5869,0.996,0.1008,0.64025,0.0067166,0.00015701,0.12507,0.87691,0.20685,0.040451,0.954,0.898,0.826,0.74,462.26,896.5,1559.6,2240.4,0,1990-01-01,1999-12-31,River Lud,56.42
29005,Rase at Bishopbridge,49.17994,TRUE,0.01398,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,96.472,259.8228,-0.24231,26.84286,1.2027,0.74376,0.76986,0.86989,0.6795,0.87082,0.01398,0.3571,0.86975,18.82,-2.55412,215.8302,1.40498,0.1216,0.60456,0.0086673,0.00017625,0.15124,0.84954,0.21175,0.04698,0.81,0.918,0.81,0.754,2036.4,762.57,1516.5,1852,0.6,1990-01-01,1999-12-31,River Rase,63.27
29009,Ancholme at Toft Newton,44.65675,TRUE,0.13434,0.05624,TRUE,2,0.3,0.2,0.3,0.3,TRUE,97.572,198.3434,-2.17676,57.97431,1.12462,0.89462,NaN,0.90468,0.6718,0.95328,0.13434,0.16087,0.80525,18.82,-2.55412,176.5682,1.65037,0.13627,0.58075,0.0098468,0.0001893,0.17011,0.83003,0.21407,0.050945,0.824,0.824,0.818,0.878,1959.7,1564.7,1603.4,1632.6,0.1,1990-01-01,1999-12-31,River Ancholme,29.31
30001,Witham at Claypole Mill,65.78675,TRUE,0.03642,0.06753,TRUE,2,0.3,0.2,0.3,0.3,TRUE,97.314,310.9804,-0.31013,57.17959,1.3472,0.90916,0.73942,0.91672,0.71976,0.95474,-0.03642,0.1663,0.9408,42.9498,-2.55412,245.2767,0.996,0.13409,0.59665,0.0080322,0.00017008,0.1639,0.83734,0.20714,0.045648,0.776,0.832,0.814,0.786,1709,1185.8,1327.4,1925.7,0,1990-01-01,1999-12-31,River Witham,295.67
30004,Lymn at Partney Mill,71.60178,TRUE,0.09786,0.0788,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.396,406.3547,-0.5867,23.33743,1.15698,0.86342,0.30617,0.88024,0.60903,0.93811,-0.09786,0.25037,0.87882,211.8584,-5.008,206.0147,0.996,0.11205,0.6279,0.0071119,0.00016093,0.13731,0.86421,0.20599,0.041102,0.96,0.9,0.846,0.726,438.67,879.63,1390.7,2156,0.8,1990-01-01,1999-12-31,River Lymn,60.09
30005,Witham at Saltersford Total,94.08336,TRUE,0.04364,0.05234,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.678,280.9246,-1.09919,208.2578,1.54092,0.75998,0.75545,0.89868,0.66183,0.87785,0.04364,0.27756,0.86666,404.8967,-2.06335,274.7233,1.0778,0.076884,0.66096,0.0060929,0.00015134,0.10191,0.90127,0.21023,0.040815,0.79,0.912,0.822,0.906,1736.9,782.38,1395.1,907.14,10,1995-01-01,2004-12-31,River Witham,123.46
30011,Bain at Goulceby Bridge,90.74184,TRUE,0.05952,0.04088,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.274,441.4214,-5.0387,70.10541,1.06607,0.90819,0.64852,0.91591,0.69217,0.95584,-0.05952,0.11465,0.92561,501.4159,-4.51722,88.22857,1.48678,0.10488,0.63388,0.0070108,0.00016134,0.12999,0.87184,0.20743,0.041656,0.96,0.922,0.814,0.936,430.51,767,1591.5,705.94,0,1990-01-01,1999-12-31,River Bain,64.55
30012,Stainfield Beck at Cream Poke Farm,52.17392,TRUE,0.11513,0.09612,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.104,226.3555,-0.32262,17.15997,1.23628,0.52143,NaN,0.81095,0.56295,0.75984,0.11513,0.55523,0.73337,18.82,-3.37208,186.3837,1.40498,0.12592,0.60239,0.0083708,0.00017433,0.15544,0.84561,0.20981,0.046524,0.944,0.834,0.904,0.8,460.59,1341.5,914.44,1995.7,8.8,1990-01-01,1999-12-31,River Stainfield Beck,38.22
