gauge_id,gauge_name,space_remaining,opt_param_plausible,sigma_MD,sigma_obs,camels_uncert,cut_off,theta_1,theta_2,theta_3,theta_4,PCA_emulator,PCA_var_accounted,x1_opt,x2_opt,x3_opt,x4_opt,opt_NSE,opt_log_NSE,opt_normalised_NSE,opt_L1_NSE,opt_corr,opt_bias,opt_RMSD,opt_KGE,x1_most_nonimp,x2_most_nonimp,x3_most_nonimp,x4_most_nonimp,main_effect_x1,main_effect_x2,main_effect_x3,main_effect_x4,total_effect_x1,total_effect_x2,total_effect_x3,total_effect_x4,D_CI_em1,D_CI_em2,D_CI_em3,D_CI_em4,D_DI_em1,D_DI_em2,D_DI_em3,D_DI_em4,obs_missing,start_date,end_date,river,area
42003,Lymington at Brockenhurst,7.92552,TRUE,0.01575,0.0826,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.513,677.3355,-0.75077,11.7349,1.32455,0.81694,0.88166,0.84561,0.66746,0.90403,0.01575,0.57856,0.87323,187.7286,-5.008,156.9371,0.996,0.077915,0.69841,0.0038159,0.00013602,0.09353,0.91017,0.18894,0.027037,0.96,0.746,0.74,0.932,348.57,1943.1,2005.4,624.8,1.8,1990-01-01,1999-12-31,River Lymington,99.87
42004,Test at Broadlands,76.66712,TRUE,0.04008,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,95.879,1152.859,-3.00492,539.1533,1.77853,0.87101,0.76385,0.88575,0.63602,0.95223,-0.04008,0.14686,0.86327,1177.05,-4.19004,471.0335,1.65037,0.088964,0.67784,0.0044803,0.00013755,0.1066,0.8967,0.19371,0.030782,0.968,0.81,0.916,0.914,646.37,2166,1791.6,1099.3,0,1990-01-01,1999-12-31,River Test,1034.7
42006,Meon at Mislingford,84.07131,TRUE,0.05472,0.07807,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.127,374.928,-7.04283,799.2756,5.35848,0.9303,0.86949,0.93484,0.72825,0.97437,0.05472,0.25119,0.83696,597.9351,-2.55412,500.48,4.10424,0.064133,0.7114,0.0037806,0.00013551,0.079271,0.92461,0.19082,0.026751,0.964,0.76,0.75,0.72,359.43,1474.3,1911,1965.8,0,1990-01-01,1999-12-31,River Meon,75.85
42008,Cheriton Stream at Sewards Bridge,64.75086,TRUE,0.02557,0.05846,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.303,891.7844,-22.61688,780.7588,1.84513,0.9228,0.85529,0.92833,0.71395,0.96589,-0.02557,0.11181,0.92932,1128.791,-4.19004,206.0147,4.34963,0.064373,0.70933,0.0038678,0.00013537,0.079788,0.92417,0.19198,0.027447,0.962,0.792,0.91,0.934,355.26,1473,898.48,738.24,0,1990-01-01,1999-12-31,River Cheriton Stream,74.34
42010,Itchen at Highbridge & Allbrook Total,51.12006,TRUE,0.01917,0.07962,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.749,1187.969,4.98758,706.2717,1.59309,0.87406,0.83833,0.88815,0.65441,0.94904,-0.01917,0.19218,0.88128,1128.791,2.51722,471.0335,4.51322,0.081331,0.68694,0.0042759,0.00013619,0.098455,0.90513,0.19354,0.03002,0.704,0.802,0.762,0.738,1908.3,1331.5,1707.2,1899.6,0,1990-01-01,1999-12-31,River Itchen,339.92
42011,Hamble at Frogmill,45.55114,TRUE,0.03714,0.04816,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.516,1053.634,-1.7786,25.02812,1.03679,0.82537,0.72798,0.85133,0.58634,0.90973,-0.03714,0.32842,0.88707,1080.531,-5.008,98.04408,0.996,0.080872,0.6904,0.0040904,0.00013612,0.097576,0.90595,0.19177,0.028689,0.96,0.894,0.748,0.922,362.38,912.27,2060.3,749.38,0,1990-01-01,1999-12-31,River Hamble,55.25
42016,Itchen at Easton,35.84274,FALSE,0.00884,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,95.561,245.2146,14.34221,3856.173,7.41112,0.88167,0.85973,0.89979,0.65925,0.94669,-0.00884,0.16998,0.91588,1201.18,3.008,127.4906,2.87731,0.075914,0.69374,0.0041607,0.00013689,0.092501,0.9112,0.19332,0.029323,0.71,0.906,0.886,0.75,2402.1,877.68,967.11,2799.9,3.5,1990-01-01,1999-12-31,River Itchen,234.17
42017,Hermitage Stream at Havant,0.70037,FALSE,0.01533,0.38532,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.363,622.9129,0.17325,5.1038,1.1041,0.78039,NaN,0.81993,0.53469,0.88515,-0.01533,0.83025,0.79459,18.82,1.0449,19.52,0.996,0.097162,0.6722,0.0044079,0.00014074,0.11497,0.88806,0.19114,0.029964,0.732,0.764,0.772,0.902,2028.5,1378.2,1615.9,899.99,0,1990-01-01,1999-12-31,River Hermitage Stream,17.33
42024,Test at Chilbolton Total,65.50622,TRUE,0.00393,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,95.917,301.8711,-5.0387,2807.361,6.68769,0.90642,0.8888,0.91626,0.69222,0.95704,-0.00393,0.12437,0.93084,1201.18,1.37208,471.0335,4.18604,0.08474,0.68136,0.0044831,0.00013882,0.1022,0.90119,0.19468,0.030933,0.954,0.784,0.89,0.928,387.24,1457.2,961.46,725.54,0.8,1990-01-01,1999-12-31,River Test,478.43
42026,Wallop Brook at Bossington,91.70277,TRUE,0.0712,0.05967,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.239,302.6064,-6.43055,538.4391,6.17283,0.89946,0.7238,0.90863,0.6899,0.95764,0.0712,0.27563,0.82267,429.0265,-2.22694,382.6939,3.53167,0.047219,0.71696,0.0041185,0.00012491,0.064212,0.94058,0.19907,0.030266,0.954,0.774,0.898,0.936,392.25,1383.8,910.07,622.76,1.2,2000-01-01,2009-12-31,River Wallop Brook,61.13
42027,Dever at Bransbury,86.59886,TRUE,0.01987,0.25652,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.861,979.2292,-6.95526,333.967,5.21833,0.90145,0.89048,0.91029,0.69557,0.95198,-0.01987,0.14396,0.94633,1032.271,-4.02645,235.4612,1.97755,0.042416,0.71869,0.0042872,0.00013074,0.059438,0.94532,0.2018,0.031066,0.726,0.77,0.766,0.952,1983.4,1451.7,1833.7,631.59,0,2000-01-01,2009-12-31,River Dever,122.36
43005,Avon at Amesbury,92.47688,TRUE,0.01333,0.05504,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.626,285.7004,-1.13794,620.4456,2.10241,0.96819,0.95569,0.96917,0.83197,0.98429,-0.01333,0.12542,0.97916,404.8967,-0.26384,441.5869,2.46833,0.086637,0.67063,0.0051377,0.00014142,0.10597,0.89708,0.19971,0.033972,0.946,0.724,0.914,0.91,460.28,1775.4,1385.8,975.29,0,1990-01-01,1999-12-31,River Avon,326.47
43006,Nadder at Wilton,94.15325,TRUE,0.0166,0.0912,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.285,623.5683,-0.96712,206.7239,1.40707,0.93374,0.86237,0.93786,0.75339,0.9667,-0.0166,0.24909,0.96035,573.8053,-1.73616,264.9078,0.996,0.058692,0.71325,0.0039198,0.00013568,0.074111,0.92995,0.19372,0.027808,0.952,0.912,0.912,0.716,397.95,900.41,1167,2098.5,0,1990-01-01,1999-12-31,River Nadder,215.63
43007,Stour at Throop,80.89954,TRUE,0.01098,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,95.25,450.3387,-0.39996,52.98453,2.52027,0.94618,0.91444,0.94892,0.78198,0.97277,0.01098,0.3008,0.95707,308.3775,-1.73616,147.1216,1.89576,0.065501,0.70576,0.0040144,0.00013319,0.081119,0.92285,0.19352,0.028402,0.956,0.906,0.89,0.708,389.17,758.17,1022.4,2085,0,1990-01-01,1999-12-31,River Stour,1062.08
43008,Wylye at South Newton,92.83046,TRUE,0.02015,0.0422,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.869,353.3158,-11.11923,516.0023,2.27905,0.94148,0.92546,0.94471,0.76653,0.9725,0.02015,0.17721,0.90425,597.9351,-4.02645,274.7233,3.28629,0.06149,0.70489,0.0042333,0.00013408,0.077971,0.92594,0.19696,0.029768,0.954,0.918,0.91,0.912,365.8,660.71,874.74,721.42,0,1990-01-01,1999-12-31,River Wylye,448.17
43009,Stour at Hammoon,2.67214,FALSE,0.00894,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,94.651,207.8869,-0.46319,17.56514,2.09174,0.92495,0.84167,0.93019,0.78611,0.96181,0.00894,0.50003,0.93775,18.82,-3.69927,186.3837,1.24139,0.061985,0.70695,0.0041168,0.00013486,0.077776,0.92619,0.19542,0.029024,0.966,0.734,0.944,0.954,365.26,1677.1,690.27,615.96,0,1990-01-01,1999-12-31,River Stour,518.75
43014,East Avon at Upavon,84.80002,TRUE,0.0327,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,96.622,1380.223,-1.50946,183.0941,1.02703,0.8182,0.58912,0.84617,0.55195,0.91553,-0.0327,0.17991,0.8995,1152.92,-4.02645,274.7233,1.24139,0.078661,0.67895,0.0049924,0.00014137,0.097446,0.90587,0.20049,0.033613,0.958,0.938,0.758,0.78,412.26,602.02,1766.9,2043.1,0,1990-01-01,1999-12-31,River East Avon,85.83
43017,West Avon at Upavon,93.1152,TRUE,0.03889,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,96.592,402.0126,-2.17741,91.3941,1.55734,0.94564,0.90124,0.94845,0.76371,0.97375,0.03889,0.18586,0.92007,235.9882,-4.19004,225.6457,1.97755,0.080619,0.67696,0.0050134,0.00014024,0.099571,0.90366,0.20021,0.033629,0.964,0.708,0.928,0.804,422.14,1765.5,794.93,1759.7,0,1990-01-01,1999-12-31,River West Avon,84.63
43018,Allen at Walford Mill,87.7457,TRUE,0.04226,0.11932,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.376,304.9049,-6.11183,572.4927,1.80781,0.93497,0.91555,0.93893,0.75959,0.97257,0.04226,0.24061,0.86669,356.6371,-2.39053,392.5094,3.0409,0.071952,0.69977,0.0040371,0.00013467,0.08789,0.91592,0.19252,0.028431,0.962,0.786,0.746,0.746,366.26,1465.3,1872.6,2272,0,1990-01-01,1999-12-31,River Allen,170.88
43021,Avon at Knapp Mill,91.32208,TRUE,0.02514,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,95.849,309.666,-1.05481,530.941,2.41791,0.93776,0.9405,0.94192,0.76297,0.9701,0.02514,0.24387,0.90985,356.6371,-0.59102,412.1404,2.55012,0.073713,0.69275,0.0043605,0.00013543,0.090642,0.913,0.19558,0.030299,0.96,0.92,0.88,0.742,391.77,731.14,1098.8,1952.5,0.8,1990-01-01,1999-12-31,River Avon,1712.31
44001,Frome at East Stoke Total,88.0367,TRUE,0.02706,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,94.34,962.9486,-2.27434,323.7592,1.47598,0.93285,0.88679,0.93707,0.75651,0.96955,-0.02706,0.2328,0.94024,1008.142,-2.88131,343.4318,1.0778,0.04455,0.73792,0.0035177,0.00013091,0.057452,0.94682,0.18845,0.023938,0.964,0.886,0.904,0.94,357.9,908.92,1380.5,584.36,0,1990-01-01,1999-12-31,River Frome,414.59
44002,Piddle at Baggs Mill,88.22586,TRUE,0.01968,0.06803,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.363,334.4903,-10.42033,870.0722,1.26467,0.96453,0.94785,0.96575,0.83083,0.98325,-0.01968,0.16532,0.96544,815.1033,-3.0449,353.2473,1.73216,0.056663,0.72453,0.0035503,0.000132,0.070298,0.93384,0.18808,0.024731,0.698,0.924,0.732,0.936,2933.2,720.87,2074.4,928.06,0,1990-01-01,1999-12-31,River Piddle,183.79
44006,Sydling Water at Sydling St Nicholas,82.85926,TRUE,0.01637,0.08403,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.611,804.3223,-6.42926,441.4214,3.25225,0.93122,0.87506,0.93565,0.74794,0.96584,-0.01637,0.24842,0.96209,935.7522,-4.19004,333.6163,2.71371,0.032979,0.75407,0.0034233,0.00013324,0.044787,0.95955,0.18649,0.022138,0.952,0.908,0.738,0.92,372.66,685.96,2066.4,670.41,0,1990-01-01,1999-12-31,River Sydling Water,12.05
44009,Wey at Broadwey,0,FALSE,0.04888,0.28643,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.606,324.416,22.22128,630.6527,6.13507,0.8646,0.81523,0.88075,0.63688,0.954,0.04888,0.98951,0.74042,790.9735,3.008,19.52,5.004,0.06765,0.70767,0.0038077,0.00013322,0.082853,0.92105,0.19071,0.026973,0.962,0.684,0.95,0.934,345.47,2098.8,545.56,634.99,0,1990-01-01,1999-12-31,River Wey,8
44011,Asker at East Bridge Bridport,29.88877,TRUE,0.00954,0.08137,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.956,1053.634,-1.01224,36.23408,1.02703,0.69116,0.48269,0.84362,0.48134,0.8473,-0.00954,0.64982,0.84664,911.6224,-5.008,39.15102,0.996,0.024414,0.7539,0.0038843,0.0001016,0.037676,0.96707,0.1927,0.024754,0.968,0.922,0.752,0.95,349.65,732.39,1775,491.85,11.6,1995-01-01,2004-12-31,River Asker,48.52
45001,Exe at Thorverton,26.4959,TRUE,0.00599,0.18613,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.285,139.7703,-0.35719,96.54411,1.27102,0.93815,0.93707,0.94176,0.80126,0.9686,-0.00599,0.73356,0.95311,18.82,-2.22694,127.4906,1.32318,0.011758,0.7846,0.0036314,0.00012274,0.020974,0.98296,0.18211,0.019238,0.702,0.95,0.946,0.934,2105.9,450.68,610.2,502.29,0,1990-01-01,1999-12-31,River Exe,608.16
45003,Culm at Woodmill,5.10242,TRUE,0.09708,0.08591,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.76,331.0546,-0.58604,25.23787,1.25529,0.85257,0.19497,0.87152,0.63793,0.92927,-0.09708,0.65721,0.87976,18.82,-4.02645,156.9371,0.996,0.034325,0.74239,0.0036488,0.00012892,0.047637,0.95684,0.19319,0.025452,0.734,0.764,0.884,0.71,2117.4,1846.1,1061.9,2262.2,0,1990-01-01,1999-12-31,River Culm,228.91
45004,Axe at Whitford,1.14018,FALSE,0.10624,0.10514,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.237,206.438,-0.3785,21.7584,1.27102,0.82968,0.05823,0.85447,0.63179,0.91568,-0.10624,1.00329,0.86154,18.82,-3.69927,127.4906,0.996,0.035142,0.74716,0.0035666,0.00012276,0.047985,0.95638,0.1892,0.023625,0.712,0.768,0.906,0.69,2015.9,1618.4,850.75,2196.9,0,1990-01-01,1999-12-31,River Axe,288.56
45005,Otter at Dotton,2.57131,TRUE,0.11283,0.09196,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.317,301.1745,-0.99467,23.39002,1.1665,0.80979,-0.29762,0.84019,0.58903,0.90768,-0.11283,0.7542,0.85369,18.82,-5.008,166.7526,0.996,0.037742,0.7405,0.003647,0.00012394,0.051165,0.95322,0.19169,0.025058,0.964,0.772,0.896,0.712,361.21,1486.4,805.8,2300.1,0,1990-01-01,1999-12-31,River Otter,202.83
45009,Exe at Pixton,38.61771,TRUE,0.04118,0.38717,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.743,102.5141,-1.56447,157.5905,1.28078,0.92371,0.74432,0.92911,0.74754,0.96177,-0.04118,0.90251,0.93741,67.07959,-1.89976,166.7526,1.56857,0.0083626,0.79682,0.0039579,0.00012274,0.016479,0.98679,0.176,0.016812,0.972,0.698,0.962,0.898,332.52,2009.5,543.5,824.72,0,1990-01-01,1999-12-31,River Exe,147.82
45012,Creedy at Cowley,1.51368,FALSE,0.03179,0.12459,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.202,198.3434,-0.54375,39.64639,1.1539,0.89396,0.92818,0.90806,0.76779,0.94653,0.03179,0.60701,0.88801,42.9498,-4.02645,186.3837,1.15959,0.046774,0.72303,0.0039921,0.00013385,0.061696,0.94259,0.19631,0.028276,0.708,0.712,0.754,0.92,2038,2094.4,2015.6,740.23,0.6,1990-01-01,1999-12-31,River Creedy,263.63
46003,Dart at Austins Bridge,44.91245,TRUE,0.00906,0.26684,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.828,361.4053,-0.32549,135.6394,1.03679,0.91021,0.95652,0.91761,0.78019,0.95412,-0.00906,1.41662,0.94037,18.82,-2.88131,88.22857,0.996,0.0044113,0.8172,0.0051332,0.00013465,0.010577,0.99055,0.1643,0.012754,0.708,0.712,0.964,0.706,2067,2188.7,441.53,1853.2,0,1990-01-01,1999-12-31,River Dart,249.99
46005,East Dart at Bellever,1.69117,FALSE,0.02043,0.31571,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.839,507.7555,0.05002,56.82634,1.01727,0.87421,0.91516,0.88827,0.70869,0.9354,-0.02043,2.28353,0.92021,18.82,-5.008,137.3061,0.996,0.0026829,0.82744,0.0058556,0.00014719,0.0078233,0.99197,0.15797,0.010968,0.962,0.986,0.64,0.876,377.6,244.31,3463.5,934.76,0,1990-01-01,1999-12-31,River East Dart,22.27
46008,Avon at Loddiswell,41.73285,TRUE,0.04486,0.27138,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.714,199.8175,-0.51746,140.4786,1.05927,0.798,0.86285,0.92656,0.73349,0.89888,0.04486,1.69358,0.88906,42.9498,-2.39053,58.78204,0.996,0.0065397,0.80582,0.0044815,0.00013328,0.01371,0.98845,0.1712,0.014819,0.696,0.724,0.682,0.788,2426,2315.9,2477.7,1619.8,4,1990-01-01,1999-12-31,River Avon,102.22
46014,Teign at Chudleigh,42.13429,TRUE,0.02639,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,92.179,365.0375,-1.09948,85.62694,1.10511,0.87036,0.93686,0.90639,0.72506,0.9332,0.02639,0.90504,0.90647,42.9498,-3.86286,206.0147,1.24139,0.014166,0.78216,0.0031939,0.00020234,0.02345,0.98089,0.18198,0.019182,0.968,0.724,0.964,0.686,387.95,1693.6,649.82,2307.5,1.3,2004-01-01,2013-12-31,River Teign,232.28
47001,Tamar at Gunnislake,5.0152,TRUE,0.00855,0.10373,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.822,183.0941,-0.14046,59.14547,1.31982,0.93589,0.93415,0.93976,0.80813,0.96763,0.00855,0.732,0.93858,42.9498,1.20849,78.41306,1.48678,0.011699,0.78038,0.0035823,0.00012384,0.021558,0.98274,0.18494,0.020535,0.678,0.952,0.722,0.66,2134.5,411.28,2213.8,2286.9,0,1990-01-01,1999-12-31,River Tamar,920.22
47004,Lynher at Pillaton Mill,22.94818,TRUE,0.01945,0.21293,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.377,214.8629,1.08468,157.5905,1.22222,0.94793,0.96609,0.95051,0.82209,0.9742,0.01945,0.80243,0.93654,235.9882,1.53567,137.3061,1.32318,0.0088516,0.79577,0.0039607,0.00012815,0.016989,0.98618,0.17651,0.016878,0.682,0.69,0.686,0.934,2153.1,2136,2269.8,700.75,0,1990-01-01,1999-12-31,River Lynher,135.29
47005,Ottery at Werrington Park,0,FALSE,0.04959,0.23326,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.796,132.9536,0.35719,39.25191,1.14414,0.86641,NaN,0.88215,0.72015,0.93494,0.04959,1.43409,0.83123,18.82,1.53567,98.04408,1.0778,0.012496,0.7808,0.0035752,0.00013054,0.022377,0.98191,0.18388,0.020231,0.964,0.962,0.942,0.652,324.3,426.48,609.61,2152.6,0,1990-01-01,1999-12-31,River Ottery,121.66
47008,Thrushel at Tinhay,2.55584,TRUE,0.05952,0.12011,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.457,236.1691,-1.12348,49.10232,1.07407,0.87061,0.53369,0.88544,0.68771,0.93542,-0.05952,0.78109,0.91035,18.82,-3.53567,98.04408,0.996,0.015537,0.77013,0.0035208,0.00012515,0.02647,0.97813,0.18897,0.022492,0.698,0.728,0.714,0.662,2202.9,2041,2167.8,2488,0,1990-01-01,1999-12-31,River Thrushel,112.72
47009,Tiddy at Tideford,41.5731,TRUE,0.01558,0.16156,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.117,214.8629,0.09012,157.5905,1.51502,0.95777,0.95796,0.95948,0.82228,0.97885,0.01558,0.58319,0.95603,42.9498,-1.0818,225.6457,1.89576,0.013673,0.78439,0.0036877,0.00012441,0.022929,0.98077,0.18068,0.018726,0.664,0.95,0.696,0.654,2084.1,465.76,2172.6,2090.9,0,1990-01-01,1999-12-31,River Tiddy,37.4
47011,Plym at Carn Wood,29.03534,TRUE,0.04021,0.24037,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.161,473.4281,-1.81977,103.5443,1.02703,0.84705,0.90809,0.87715,0.68568,0.9214,0.04021,1.32722,0.86162,187.7286,-4.68082,196.1992,0.996,0.0017703,0.81133,0.0055126,8.9714e-05,0.0084737,0.99303,0.17141,0.01451,0.71,0.956,0.684,0.758,3705.8,414.63,3142.4,2048.6,2.9,2000-01-01,2009-12-31,River Plym,79.5
47014,Walkham at Horrabridge,38.9135,TRUE,0.02146,0.19902,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.54,368.7062,-0.09012,134.2898,0.87087,0.89394,0.90394,0.90411,0.72499,0.94593,-0.02146,1.22939,0.93254,18.82,-2.22694,19.52,0.996,0.00326,0.81172,0.0047769,0.00011967,0.0096461,0.99211,0.16983,0.014237,0.958,0.968,0.966,0.742,358.75,356.68,443.77,1916.3,0,1990-01-01,1999-12-31,River Walkham,44.24
47018,Thrushel at Hayne Bridge,0.01829,FALSE,0.03851,0.20518,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.005,141.175,0.23203,37.71282,1.06607,0.88312,0.91406,0.89535,0.75413,0.94136,0.03851,1.09169,0.87136,18.82,1.69927,29.33551,1.0778,0.015123,0.77122,0.0035235,0.00012337,0.025885,0.97869,0.18858,0.022312,0.97,0.708,0.934,0.944,367.01,2038,724.79,532.88,0,1990-01-01,1999-12-31,River Thrushel,57.77
48003,Fal at Tregony,58.83922,TRUE,0.01328,0.11854,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.958,317.3483,-1.45581,188.6701,1.11486,0.92913,0.89345,0.93382,0.79669,0.96401,-0.01328,0.5625,0.947,115.3392,-2.55412,274.7233,1.0778,0.011754,0.78242,0.0036527,0.00011779,0.021258,0.98274,0.1837,0.019875,0.972,0.698,0.936,0.924,316.93,1958.4,722.1,527.39,0,1990-01-01,1999-12-31,River Fal,89.03
48004,Warleggan at Trengoffe,37.94358,TRUE,0.00292,0.19218,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.831,301.8711,1.12943,298.8674,0.97823,0.92009,0.94957,0.926,0.79337,0.95922,-0.00292,0.78585,0.9406,18.82,2.51722,372.8784,0.996,0.0064601,0.79704,0.0039991,0.0001242,0.014399,0.98874,0.17771,0.017195,0.702,0.95,0.946,0.65,2233.1,510.77,698.23,2376.1,0,1990-01-01,1999-12-31,River Warleggan,25.26
48005,Kenwyn at Truro,50.6157,TRUE,0.00042,0.13577,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.191,228.1492,-0.79659,204.3839,0.88063,0.9339,0.9491,0.938,0.80371,0.96652,-0.00042,0.53072,0.94017,91.20939,0.55412,186.3837,1.0778,0.023059,0.76372,0.0034966,0.00012032,0.034335,0.97013,0.18745,0.022288,0.68,0.744,0.904,0.938,2146.1,1645.4,799.9,553,0,1990-01-01,1999-12-31,River Kenwyn,19.02
48011,Fowey at Restormel,53.35578,TRUE,0.00295,0.12934,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.93,278.2118,-2.4276,189.0673,1.17551,0.93934,0.92574,0.94281,0.80706,0.96956,0.00295,0.6416,0.93534,67.07959,-2.22694,245.2767,1.24139,0.0075157,0.79613,0.0039511,0.00012571,0.015538,0.98763,0.17748,0.017138,0.968,0.716,0.69,0.94,317.91,1969.6,2803.1,521.35,0,1990-01-01,1999-12-31,River Fowey,167.2
49001,Camel at Denby,32.15963,TRUE,0.00274,0.11425,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.517,240.3016,-0.20321,189.8544,1.06008,0.9262,0.96137,0.93127,0.81555,0.96244,0.00274,0.71832,0.93976,91.20939,1.37208,215.8302,1.0778,0.0075983,0.79162,0.0038095,0.0001225,0.0161,0.98752,0.18062,0.018433,0.968,0.694,0.96,0.934,300.83,1885.4,606.4,582.96,0,1990-01-01,1999-12-31,River Camel,209.94
49002,Hayle at St Erth,48.53981,TRUE,0.00983,0.12782,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.808,260.2249,0.56499,458.988,1.2697,0.95659,0.95488,0.95942,0.81627,0.97817,0.00983,0.34319,0.9599,211.8584,1.0449,363.0629,1.97755,0.020153,0.76356,0.0035644,0.00011803,0.031585,0.97299,0.18988,0.0232,0.976,0.754,0.75,0.928,363.42,1793.9,2031.6,599.65,1.6,1990-01-01,1999-12-31,River Hayle,48.58
49004,Gannel at Gwills,34.85966,TRUE,0.00335,0.11598,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.196,210.6083,-1.56447,202.3502,0.77327,0.91851,0.95539,0.92465,0.81441,0.95844,-0.00335,0.49879,0.93389,18.82,0.39053,166.7526,1.15959,0.022497,0.75812,0.0036019,0.0001202,0.034458,0.97026,0.19172,0.024274,0.708,0.682,0.726,0.95,2125.3,2127.7,2028.4,521.23,0,1990-01-01,1999-12-31,River Gannel,40.83
50001,Taw at Umberleigh,4.41717,TRUE,0.02968,0.11017,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.107,144.0269,-0.28367,63.434,1.28078,0.94072,0.96251,0.94404,0.81077,0.9707,0.02968,0.67128,0.92513,18.82,-3.86286,196.1992,1.24139,0.013219,0.7756,0.0035273,0.00012274,0.023442,0.98101,0.18713,0.021591,0.97,0.696,0.724,0.934,326.13,2063.1,2100.2,557.36,0,1990-01-01,1999-12-31,River Taw,832.97
50002,Torridge at Torrington,0.1367,FALSE,0.02605,0.13099,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.43,136.8232,-0.08777,37.85911,1.31335,0.91372,0.95736,0.92057,0.78294,0.95697,0.02605,0.9627,0.90099,42.9498,1.53567,78.41306,0.996,0.01139,0.77962,0.0035588,0.00012496,0.021367,0.98304,0.18567,0.020907,0.71,0.72,0.958,0.65,2597.6,2861.4,698.73,2140.1,0,1990-01-01,1999-12-31,River Torridge,664.25
50006,Mole at Woodleigh,10.96342,TRUE,0.01812,0.15529,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.992,109.9472,-0.45434,99.48432,1.2027,0.93315,0.95602,0.93734,0.79638,0.96695,0.01812,0.82936,0.9172,42.9498,-2.88131,206.0147,1.48678,0.007373,0.79128,0.0037309,0.00012356,0.01593,0.9878,0.18098,0.018627,0.972,0.708,0.936,0.662,326.65,1965.6,608.3,2723,0,1990-01-01,1999-12-31,River Mole,327
50007,Taw at Taw Bridge,1.40309,FALSE,0.00335,0.14067,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.455,196.2197,-0.44102,68.15725,1.02106,0.90852,0.94161,0.91619,0.77375,0.95325,-0.00335,0.99975,0.92409,18.82,1.20849,39.15102,0.996,0.01228,0.78376,0.0036533,0.00012452,0.021812,0.98232,0.182,0.019471,0.682,0.702,0.96,0.672,2143.5,2115.7,583.91,2108.6,0,1990-01-01,1999-12-31,River Taw,72.23
